,dataSetName + neis,1,2,3,4,5,6,7,8,9,10,15,20,30,40,50,60,70,80,90
0,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 1,51.379999999999995,57.370000000000005,57.669999999999995,57.85,58.13999999999999,58.53666666666667,69.14333333333333,68.76333333333334,67.5,66.67666666666668,64.58666666666666,63.053333333333335,60.343333333333334,59.69333333333333,58.81666666666666,58.25,57.69,58.06666666666666,57.339999999999996
1,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 2,51.28,56.403333333333336,56.04333333333333,56.21,57.74666666666666,58.28333333333333,68.34333333333332,68.14,67.45666666666666,66.37333333333333,64.06666666666666,63.00666666666666,60.96,59.73,59.32,58.74666666666666,58.63999999999999,58.449999999999996,57.85333333333333
2,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 5,48.89000000000001,57.63333333333333,58.163333333333334,58.23333333333333,59.303333333333335,60.166666666666664,72.01333333333334,71.99666666666667,70.85666666666667,69.57333333333334,67.73666666666666,65.30333333333333,63.98666666666667,61.78,61.21666666666667,60.550000000000004,60.870000000000005,59.72666666666667,59.73
3,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 20,50.870000000000005,57.343333333333334,59.333333333333336,59.73666666666667,61.5,62.800000000000004,73.94333333333333,73.68666666666667,72.68333333333334,71.52,68.81666666666666,67.92,66.13666666666667,64.19666666666667,63.81666666666666,63.65,62.98,62.00333333333333,62.25666666666666
4,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 50,51.37,58.38666666666666,60.836666666666666,61.94,62.803333333333335,63.54999999999999,73.94333333333333,73.68333333333332,72.99333333333333,71.95333333333333,69.36666666666667,68.74666666666667,66.95,65.88666666666667,64.62666666666667,64.61666666666667,63.46333333333334,63.78,63.22
5,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 100,53.45666666666667,58.953333333333326,61.31666666666666,61.99333333333333,62.85666666666666,63.16,74.31333333333333,73.33333333333333,72.33,71.35666666666667,69.22333333333334,68.92,68.10000000000001,66.29,65.31333333333333,65.41666666666667,65.31,63.833333333333336,64.14999999999999
6,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 250,51.23,59.13333333333333,61.76,61.99666666666667,62.94,62.63666666666666,72.54,71.77333333333334,71.56666666666666,70.13333333333334,68.44,68.14,66.96333333333332,66.46333333333332,65.09666666666666,64.71666666666668,64.32666666666667,64.40999999999998,63.76333333333333
7,WWC_09_01_2021_no_nulls_AVG_100000_classes.csv 500,53.776666666666664,59.330000000000005,61.97666666666667,62.18666666666667,62.37,62.826666666666675,72.22,71.01333333333334,70.30666666666667,69.18333333333334,67.76666666666667,67.28333333333333,67.07666666666667,66.08666666666666,64.99333333333333,64.59666666666665,64.50666666666667,64.52666666666667,63.95666666666667
8,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 1,51.97333333333333,51.839999999999996,57.92666666666667,57.926666666666655,55.26666666666667,54.90333333333333,55.1,54.326666666666675,53.586666666666666,54.28,53.02,53.19333333333333,55.31999999999999,55.24666666666667,54.64666666666667,54.78333333333333,54.26333333333334,54.669999999999995,54.336666666666666
9,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 2,53.4,53.80666666666667,57.06333333333333,56.46333333333333,55.34666666666667,55.416666666666664,55.373333333333335,54.653333333333336,54.62,54.89000000000001,54.656666666666666,53.71333333333333,55.833333333333336,55.82333333333333,55.806666666666665,55.873333333333335,55.026666666666664,55.30666666666667,54.22
10,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 5,52.82666666666666,53.07,59.04333333333333,58.663333333333334,56.169999999999995,56.22666666666667,56.39333333333334,55.26666666666667,54.416666666666664,54.82666666666666,54.13666666666666,54.160000000000004,56.43333333333334,56.52,56.053333333333335,56.970000000000006,56.72666666666667,56.376666666666665,54.39333333333334
11,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 20,54.77333333333333,55.48,59.526666666666664,59.42333333333334,56.96666666666667,56.82333333333333,56.776666666666664,54.99666666666667,54.830000000000005,55.23,55.26666666666667,54.59666666666667,57.02333333333333,57.07333333333333,57.5,57.50666666666667,57.57333333333333,57.343333333333334,54.11666666666667
12,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 50,55.699999999999996,56.10999999999999,60.53666666666667,60.150000000000006,56.080000000000005,56.85,56.22666666666667,55.06666666666667,54.553333333333335,54.75666666666666,55.00666666666667,54.68000000000001,56.64000000000001,57.413333333333334,57.04666666666666,57.71666666666667,57.17666666666667,57.23333333333333,53.666666666666664
13,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 100,56.843333333333334,56.94,60.51,60.80666666666667,56.01666666666667,55.78,55.9,54.50333333333333,54.54666666666666,54.93333333333334,55.303333333333335,54.59666666666667,56.626666666666665,56.63333333333333,57.02,57.5,56.89333333333334,57.18,53.82333333333333
14,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 250,57.0,57.44,60.70666666666667,60.57,54.85999999999999,54.25666666666667,54.57333333333333,54.160000000000004,54.163333333333334,54.13333333333333,54.31999999999999,54.85,56.18,56.56333333333333,56.203333333333326,57.0,56.50666666666667,57.00333333333333,53.76
15,WWC_all_data_clean_09_01_2021_replace_nulls_with_average.csv 500,57.69333333333333,58.623333333333335,60.15,60.50999999999999,54.07999999999999,53.76666666666667,54.14333333333334,54.10333333333333,53.81333333333333,53.72666666666667,53.85333333333333,53.693333333333335,55.31666666666666,55.47,55.5,55.28666666666667,55.346666666666664,55.68666666666667,54.156666666666666
